image,true_count,predicted_count,error
sideLeft__BLR-2018-04-26_12-40-01_sideLeft__000804_r,4,6,2
sideLeft__BLR-2018-04-26_12-40-01_sideLeft__000864_r,1,1,0
sideLeft__BLR-2018-04-26_13-00-01_sideLeft__000120_r,1,1,0
sideLeft__BLR-2018-04-26_13-00-01_sideLeft__000198_r,5,6,1
sideLeft__BLR-2018-04-26_13-00-01_sideLeft__000306_r,1,1,0
sideLeft__BLR-2018-04-26_13-00-01_sideLeft__000354_r,2,2,0
sideLeft__BLR-2018-04-26_13-00-01_sideLeft__000504_r,3,2,-1
sideLeft__BLR-2018-04-26_13-00-01_sideLeft__000630_r,1,1,0
sideLeft__BLR-2018-04-26_13-00-01_sideLeft__000732_r,1,1,0
sideLeft__BLR-2018-04-26_13-00-01_sideLeft__0008640,0,0,0
sideLeft__BLR-2018-05-07_12-11-53_sideLeft__000060_r,4,5,1
sideLeft__BLR-2018-05-07_12-11-53_sideLeft__0007620,3,3,0
sideLeft__BLR-2018-05-07_12-36-24_sideLeft__0001920,9,7,-2
sideLeft__BLR-2018-05-07_12-36-24_sideLeft__000216_r,1,1,0
sideLeft__BLR-2018-05-07_12-36-24_sideLeft__0006000,1,1,0
sideLeft__BLR-2018-05-07_12-36-24_sideLeft__000732_r,3,1,-2
sideLeft__BLR-2018-05-08_09-58-25_sideLeft__000258_r,5,5,0
sideLeft__BLR-2018-05-08_09-58-25_sideLeft__0003300,6,6,0
sideLeft__BLR-2018-05-08_10-04-13_sideLeft__0000600,4,3,-1
sideLeft__BLR-2018-05-08_10-04-13_sideLeft__000060_r,5,3,-2
sideLeft__BLR-2018-05-08_10-04-13_sideLeft__000144_r,4,3,-1
sideLeft__BLR-2018-05-08_10-04-13_sideLeft__000186_r,4,4,0
sideLeft__BLR-2018-05-08_10-04-13_sideLeft__0004560,1,1,0
sideLeft__BLR-2018-05-14_11-48-09_sideLeft__0004440,7,6,-1
sideLeft__BLR-2018-05-14_11-56-56_sideLeft__0009360,8,6,-2
sideLeft__BLR-2018-05-14_11-56-56_sideLeft__001122_r,1,2,1
sideLeft__BLR-2018-05-14_11-56-56_sideLeft__001254_r,1,1,0
sideLeft__BLR-2018-05-14_11-56-56_sideLeft__001290_r,3,3,0
sideLeft__BLR-2018-05-14_13-29-20_sideLeft__0004440,3,2,-1
sideLeft__BLR-2018-05-14_13-29-20_sideLeft__0004800,2,4,2
sideLeft__BLR-2018-05-14_13-29-20_sideLeft__0005760,2,2,0
sideLeft__BLR-2018-05-14_13-29-20_sideLeft__0005820,1,3,2
sideLeft__BLR-2018-05-14_13-29-20_sideLeft__0007020,3,3,0
sideLeft__BLR-2018-05-14_13-49-25_sideLeft__0000540,2,2,0
sideLeft__BLR-2018-05-14_13-49-25_sideLeft__0006300,2,3,1
sideLeft__BLR-2018-05-17_15-12-45_sideLeft__000180_r,1,0,-1
sideLeft__BLR-2018-05-17_15-23-02_sideLeft__000252_r,3,2,-1
sideLeft__BLR-2018-05-17_15-23-02_sideLeft__0005040,1,1,0
sideLeft__BLR-2018-05-17_15-23-02_sideLeft__000516_r,1,0,-1
sideLeft__BLR-2018-05-17_15-32-49_sideLeft__000420_r,0,0,0
sideLeft__BLR-2018-05-17_15-32-49_sideLeft__0005400,3,3,0
sideLeft__BLR-2018-05-17_15-32-49_sideLeft__0005940,2,2,0
sideLeft__BLR-2018-05-17_15-32-49_sideLeft__0007380,2,4,2
sideLeft__BLR-2018-05-17_15-45-06_sideLeft__0002820,7,6,-1
sideLeft__BLR-2018-05-17_15-45-06_sideLeft__000426_r,2,1,-1
sideLeft__BLR-2018-05-17_15-45-06_sideLeft__0008340,4,2,-2
sideLeft__BLR-2018-05-17_15-45-06_sideLeft__0009240,2,1,-1
sideLeft__BLR-2018-05-17_15-45-06_sideLeft__0009360,4,3,-1
sideLeft__BLR-2018-05-17_15-45-06_sideLeft__0009600,3,4,1
sideLeft__BLR-2018-05-17_15-56-30_sideLeft__000342_r,1,1,0
sideLeft__BLR-2018-05-17_15-56-30_sideLeft__000486_r,3,2,-1
sideLeft__BLR-2018-05-17_15-56-30_sideLeft__000642_r,5,3,-2
sideLeft__BLR-2018-05-17_15-56-30_sideLeft__000684_r,1,1,0
sideLeft__BLR-2018-05-17_15-56-30_sideLeft__000792_r,3,2,-1
sideLeft__BLR-2018-05-17_16-32-30_sideLeft__0000900,1,1,0
sideLeft__BLR-2018-05-17_16-39-05_sideLeft__000012_r,0,1,1
sideLeft__BLR-2018-05-17_16-39-05_sideLeft__000138_r,0,0,0
sideLeft__BLR-2018-05-17_16-39-05_sideLeft__0002160,0,0,0
sideLeft__BLR-2018-05-17_16-39-05_sideLeft__000342_r,0,0,0
sideLeft__BLR-2018-05-17_16-39-05_sideLeft__0005220,4,4,0
sideLeft__BLR-2018-05-17_16-39-05_sideLeft__000600_r,1,1,0
sideLeft__BLR-2018-05-17_16-39-05_sideLeft__000714_r,1,1,0
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__0000690,4,2,-2
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__000073_r,2,2,0
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__0000960,3,1,-2
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__000159_r,3,6,3
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__000199_r,4,4,0
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__0003165,5,4,-1
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__000321_r,8,4,-4
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__000433_r,3,2,-1
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__000550_r,5,5,0
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__000618_r,3,2,-1
sideLeft__BLR-2018-05-22_11-54-07_sideLeft__0006765,5,4,-1
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__0001275,3,3,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000145_r,2,2,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000159_r,3,3,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__0005460,4,4,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000546_r,4,4,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000568_r,2,3,1
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000577_r,2,2,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000735_r,1,1,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000748_r,2,1,-1
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000784_r,6,5,-1
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__0007890,6,5,-1
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000793_r,2,2,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__000861_r,1,2,1
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__0008700,4,4,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__0008970,1,1,0
sideLeft__BLR-2018-05-22_12-04-54_sideLeft__0009420,6,6,0
sideLeft__BLR-2018-05-22_13-01-18_sideLeft__0001005,5,4,-1
sideLeft__BLR-2018-05-22_13-01-18_sideLeft__000100_r,5,5,0
sideLeft__BLR-2018-05-22_13-01-18_sideLeft__0002625,1,1,0
sideLeft__BLR-2018-05-22_13-13-31_sideLeft__000420_r,2,2,0
sideLeft__BLR-2018-05-22_13-13-31_sideLeft__000429_r,4,3,-1
sideLeft__BLR-2018-05-22_13-13-31_sideLeft__000447_r,4,3,-1
sideLeft__BLR-2018-05-22_13-13-31_sideLeft__0005955,5,4,-1
sideLeft__BLR-2018-05-22_13-21-45_sideLeft__000046_r,3,3,0
sideLeft__BLR-2018-05-22_13-21-45_sideLeft__0001095,1,1,0
sideLeft__BLR-2018-05-22_13-21-45_sideLeft__000186_r,1,1,0
sideLeft__BLR-2018-05-22_13-21-45_sideLeft__000217_r,7,7,0
sideLeft__BLR-2018-05-22_13-21-45_sideLeft__000280_r,1,1,0
sideLeft__BLR-2018-05-22_13-21-45_sideLeft__0003255,5,4,-1
sideLeft__BLR-2018-05-22_13-21-45_sideLeft__0007215,5,4,-1
sideLeft__BLR-2018-05-22_13-21-45_sideLeft__0009420,5,4,-1
sideLeft__BLR-2018-05-23_12-45-57_sideLeft__0005220,4,4,0
sideLeft__BLR-2018-05-23_15-00-24_sideLeft__0009240,3,3,0
sideLeft__BLR-2018-05-23_15-11-13_sideLeft__0001920,1,1,0
sideLeft__BLR-2018-05-23_15-11-13_sideLeft__0002700,5,5,0
sideLeft__BLR-2018-05-23_15-11-13_sideLeft__000378_r,2,2,0
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__000127_r,0,0,0
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__0002535,5,2,-3
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__0004065,1,1,0
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__000442_r,0,0,0
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__0004695,3,1,-2
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__000532_r,0,1,1
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__000564_r,0,0,0
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__0006315,6,5,-1
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__000645_r,2,2,0
sideLeft__BLR-2018-05-29_10-59-01_sideLeft__000771_r,1,2,1
sideLeft__BLR-2018-05-29_11-55-34_sideLeft__0002895,3,2,-1
sideLeft__BLR-2018-05-29_11-55-34_sideLeft__0003435,1,1,0
sideLeft__BLR-2018-05-29_11-55-34_sideLeft__0003615,4,4,0
sideLeft__BLR-2018-05-29_11-55-34_sideLeft__0007260,3,3,0
sideLeft__BLR-2018-05-29_11-55-34_sideLeft__0007305,4,1,-3
sideLeft__BLR-2018-05-31_10-59-49_sideLeft__000636_r,1,1,0
sideLeft__BLR-2018-05-31_11-10-16_sideLeft__0000105,3,1,-2
sideLeft__BLR-2018-05-31_11-21-58_sideLeft__000613_r,3,3,0
sideLeft__BLR-2018-05-31_11-21-58_sideLeft__000690_r,3,5,2
sideLeft__BLR-2018-05-31_13-01-28_sideLeft__0006180,2,2,0
sideLeft__BLR-2018-05-31_13-01-28_sideLeft__000838_r,2,2,0
sideLeft__BLR-2018-05-31_13-01-28_sideLeft__0008475,1,1,0
sideLeft__BLR-2018-05-31_13-01-28_sideLeft__000852_r,2,2,0
sideLeft__BLR-2018-05-31_13-01-28_sideLeft__000865_r,3,2,-1
sideLeft__BLR-2018-05-31_13-01-28_sideLeft__001419_r,2,1,-1
sideLeft__BLR-2018-06-05_08-39-44_sideLeft__0000465,3,3,0
sideLeft__BLR-2018-06-05_08-39-44_sideLeft__000375_r,2,5,3
sideLeft__BLR-2018-06-05_08-39-44_sideLeft__0003885,1,1,0
sideLeft__BLR-2018-06-05_08-39-44_sideLeft__000406_r,0,1,1
sideLeft__BLR-2018-06-05_08-39-44_sideLeft__0004650,2,1,-1
sideLeft__BLR-2018-06-05_08-39-44_sideLeft__000672_r,0,0,0
sideLeft__BLR-2018-06-05_08-39-44_sideLeft__000699_r,2,4,2
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0000420,5,5,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__000298_r,2,2,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0003570,1,1,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__000375_r,1,1,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__000424_r,1,1,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__000496_r,8,6,-2
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0005910,4,5,1
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0006180,6,6,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0007215,2,2,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0007890,1,1,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0009645,2,2,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__000969_r,1,2,1
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__001018_r,0,1,1
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0010860,3,3,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0010950,3,3,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__001180_r,6,5,-1
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0012210,4,4,0
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__001248_r,3,4,1
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0013065,1,2,1
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__001329_r,1,2,1
sideLeft__BLR-2018-06-05_08-50-18_sideLeft__0013515,3,2,-1
sideLeft__BLR-2018-06-05_09-06-38_sideLeft__0003075,3,3,0
sideLeft__BLR-2018-06-05_09-06-38_sideLeft__000343_r,2,2,0
sideLeft__BLR-2018-06-05_09-06-38_sideLeft__0004965,2,2,0
sideLeft__BLR-2018-06-05_09-06-38_sideLeft__0005325,4,2,-2
sideLeft__BLR-2018-06-05_09-06-38_sideLeft__0007350,2,2,0
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__000015_r,6,7,1
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__000028_r,5,3,-2
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__0003930,5,4,-1
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__000433_r,4,4,0
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__000460_r,4,4,0
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__000514_r,4,4,0
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__0005415,4,4,0
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__000564_r,4,4,0
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__000622_r,3,3,0
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__0006405,3,5,2
sideLeft__BLR-2018-06-06_16-00-01_sideLeft__0007710,3,3,0
sideLeft__BLR-2018-06-06_16-10-31_sideLeft__000100_r,5,4,-1
sideLeft__BLR-2018-06-06_16-10-31_sideLeft__000177_r,4,1,-3
sideLeft__BLR-2018-06-06_16-10-31_sideLeft__0002850,0,0,0
sideLeft__BLR-2018-06-06_16-10-31_sideLeft__000289_r,4,2,-2
sideLeft__BLR-2018-06-06_16-30-25_sideLeft__0000105,4,3,-1
sideLeft__BLR-2018-06-06_16-30-25_sideLeft__0001950,6,5,-1
sideLeft__BLR-2018-06-06_16-30-25_sideLeft__0002625,2,1,-1
sideLeft__BLR-2018-06-06_16-30-25_sideLeft__0002760,4,4,0
sideLeft__BLR-2018-06-06_16-30-25_sideLeft__0003885,6,4,-2
sideLeft__BLR-2018-06-06_16-30-25_sideLeft__0004470,1,2,1
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__0000780,2,2,0
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__000090_r,6,5,-1
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__000228_r,4,2,-2
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__0003360,1,1,0
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__0004680,1,1,0
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__000474_r,1,1,0
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__000486_r,2,2,0
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__000744_r,2,2,0
sideRight__BLR-2018-03-22_17-39-26_1_sideRight__000804_r,2,2,0
sideRight__BLR-2018-03-22_17-39-26_2_sideRight__0000060,1,1,0
sideRight__BLR-2018-03-22_17-39-26_2_sideRight__000198_r,1,1,0
sideRight__BLR-2018-03-22_17-39-26_2_sideRight__0003180,1,1,0
sideRight__BLR-2018-03-22_17-39-26_2_sideRight__000342_r,0,0,0
sideRight__BLR-2018-03-22_17-39-26_2_sideRight__000816_r,0,0,0
sideRight__BLR-2018-03-22_17-39-26_2_sideRight__0008760,1,1,0
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__0000180,1,2,1
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__000060_r,0,0,0
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__0000840,1,1,0
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__0001080,1,1,0
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__0001380,1,1,0
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__000210_r,0,0,0
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__000264_r,10,8,-2
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__000300_r,5,5,0
sideRight__BLR-2018-03-22_17-39-26_3_sideRight__000684_r,1,1,0
sideRight__BLR-2018-04-16_15-24-27_sideRight__000420_r,1,1,0
sideRight__BLR-2018-04-16_15-24-27_sideRight__000822_r,1,0,-1
sideRight__BLR-2018-04-16_15-34-27_sideRight__000042_r,1,1,0
sideRight__BLR-2018-04-16_15-34-27_sideRight__000462_r,1,1,0
sideRight__BLR-2018-04-16_15-34-27_sideRight__0005280,1,1,0
sideRight__BLR-2018-04-16_15-34-27_sideRight__000546_r,1,1,0
sideRight__BLR-2018-04-16_15-34-27_sideRight__000606_r,1,1,0
sideRight__BLR-2018-04-16_15-34-27_sideRight__0006600,1,0,-1
sideRight__BLR-2018-04-16_15-34-27_sideRight__0007980,6,6,0
sideRight__BLR-2018-04-16_15-34-27_sideRight__0008340,3,2,-1
sideRight__BLR-2018-04-16_15-44-27_sideRight__000432_r,0,1,1
sideRight__BLR-2018-04-16_15-44-27_sideRight__0006900,0,0,0
sideRight__BLR-2018-04-16_15-44-27_sideRight__0007260,1,1,0
sideRight__BLR-2018-04-16_15-54-27_sideRight__0001200,0,0,0
sideRight__BLR-2018-04-16_15-54-27_sideRight__000132_r,0,0,0
sideRight__BLR-2018-04-16_15-54-27_sideRight__0002160,6,5,-1
sideRight__BLR-2018-04-16_15-54-27_sideRight__0004080,1,1,0
sideRight__BLR-2018-04-16_15-54-27_sideRight__000738_r,1,0,-1
sideRight__BLR-2018-04-16_16-04-27_sideRight__0007440,1,1,0
sideRight__BLR-2018-04-16_16-04-27_sideRight__000744_r,1,1,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__0001860,0,0,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__0001980,0,0,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__0002340,0,0,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__0003120,5,6,1
sideRight__BLR-2018-04-16_16-14-27_sideRight__000312_r,6,6,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__000402_r,0,0,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__0004380,0,1,1
sideRight__BLR-2018-04-16_16-14-27_sideRight__000486_r,0,0,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__000600_r,8,1,-7
sideRight__BLR-2018-04-16_16-14-27_sideRight__000624_r,2,2,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__000834_r,0,0,0
sideRight__BLR-2018-04-16_16-14-27_sideRight__0008460,1,1,0
sideRight__BLR-2018-04-19_17-26-55_sideRight__0004800,0,0,0
sideRight__BLR-2018-04-19_17-26-55_sideRight__0008640,0,0,0
sideRight__BLR-2018-04-19_17-36-55_sideRight__0001020,2,0,-2
sideRight__BLR-2018-04-19_17-36-55_sideRight__000198_r,0,0,0
sideRight__BLR-2018-04-19_17-36-55_sideRight__0002280,1,1,0
sideRight__BLR-2018-04-19_17-36-55_sideRight__000234_r,18,12,-6
sideRight__BLR-2018-04-19_17-36-55_sideRight__000306_r,5,6,1
sideRight__BLR-2018-04-19_17-46-55_sideRight__0004860,0,0,0
sideRight__BLR-2018-04-19_17-46-55_sideRight__000780_r,1,1,0
sideRight__BLR-2018-04-19_17-56-55_sideRight__000360_r,0,0,0
sideRight__BLR-2018-04-19_17-56-55_sideRight__000378_r,1,0,-1
sideRight__BLR-2018-04-19_17-56-55_sideRight__0005760,1,1,0
sideRight__BLR-2018-04-19_17-56-55_sideRight__000756_r,1,0,-1
sideRight__BLR-2018-04-19_17-56-55_sideRight__0007860,2,2,0
sideRight__BLR-2018-04-19_18-06-55_sideRight__000018_r,1,1,0
sideRight__BLR-2018-04-19_18-06-55_sideRight__000060_r,1,1,0
sideRight__BLR-2018-04-19_18-06-55_sideRight__0001140,1,0,-1
sideRight__BLR-2018-04-19_18-06-55_sideRight__000138_r,0,0,0
sideRight__BLR-2018-04-19_18-06-55_sideRight__0006180,0,0,0
sideRight__BLR-2018-04-19_18-06-55_sideRight__000636_r,2,2,0
sideRight__BLR-2018-04-19_18-06-55_sideRight__0006420,3,3,0
sideRight__BLR-2018-04-19_18-06-55_sideRight__000654_r,2,1,-1
sideRight__BLR-2018-04-19_18-06-55_sideRight__0006960,0,0,0
sideRight__BLR-2018-04-26_12-40-01_sideRight__000096_r,3,3,0
sideRight__BLR-2018-04-26_12-40-01_sideRight__0003360,6,6,0
sideRight__BLR-2018-04-26_12-40-01_sideRight__000354_r,10,10,0
sideRight__BLR-2018-04-26_12-40-01_sideRight__0007320,3,2,-1
sideRight__BLR-2018-04-26_12-40-01_sideRight__0008580,10,9,-1
sideRight__BLR-2018-04-26_13-00-01_sideRight__000030_r,2,2,0
sideRight__BLR-2018-04-26_13-00-01_sideRight__0001260,2,1,-1
sideRight__BLR-2018-04-26_13-00-01_sideRight__0001680,3,3,0
sideRight__BLR-2018-04-26_13-00-01_sideRight__000492_r,1,1,0
sideRight__BLR-2018-04-26_13-00-01_sideRight__000504_r,4,3,-1
sideRight__BLR-2018-04-26_13-00-01_sideRight__000540_r,1,1,0
sideRight__BLR-2018-04-26_13-00-01_sideRight__000774_r,8,4,-4
sideRight__BLR-2018-04-26_13-00-01_sideRight__0008520,8,7,-1
sideRight__BLR-2018-05-07_12-11-53_sideRight__0000420,1,1,0
sideRight__BLR-2018-05-07_12-11-53_sideRight__000162_r,5,6,1
sideRight__BLR-2018-05-08_09-46-50_sideRight__0003600,1,1,0
sideRight__BLR-2018-05-08_09-46-50_sideRight__000378_r,3,3,0
sideRight__BLR-2018-05-08_09-46-50_sideRight__0004680,3,2,-1
sideRight__BLR-2018-05-08_09-46-50_sideRight__000690_r,3,1,-2
sideRight__BLR-2018-05-08_09-46-50_sideRight__0007800,1,1,0
sideRight__BLR-2018-05-08_09-58-25_sideRight__0002400,2,3,1
sideRight__BLR-2018-05-08_09-58-25_sideRight__0003180,2,2,0
sideRight__BLR-2018-05-08_09-58-25_sideRight__000324_r,2,2,0
sideRight__BLR-2018-05-08_10-04-13_sideRight__0002760,4,5,1
sideRight__BLR-2018-05-08_10-04-13_sideRight__000396_r,1,1,0
sideRight__BLR-2018-05-08_10-04-13_sideRight__000444_r,0,0,0
sideRight__BLR-2018-05-08_10-11-11_sideRight__000102_r,6,4,-2
sideRight__BLR-2018-05-08_10-11-11_sideRight__0001140,5,3,-2
sideRight__BLR-2018-05-08_10-11-11_sideRight__0001920,8,8,0
sideRight__BLR-2018-05-08_10-11-11_sideRight__0002040,5,4,-1
sideRight__BLR-2018-05-08_10-11-11_sideRight__000354_r,6,7,1
sideRight__BLR-2018-05-08_10-11-11_sideRight__0003840,6,5,-1
sideRight__BLR-2018-05-08_10-11-11_sideRight__0006420,4,3,-1
sideRight__BLR-2018-05-08_10-11-11_sideRight__0007080,4,4,0
sideRight__BLR-2018-05-08_10-11-11_sideRight__0007200,4,4,0
sideRight__BLR-2018-05-08_10-11-11_sideRight__0007260,4,4,0
sideRight__BLR-2018-05-08_10-11-11_sideRight__0007440,4,4,0
sideRight__BLR-2018-05-08_10-11-11_sideRight__0007920,3,3,0
sideRight__BLR-2018-05-08_10-11-11_sideRight__000906_r,1,1,0
sideRight__BLR-2018-05-08_10-22-55_sideRight__0001440,6,5,-1
sideRight__BLR-2018-05-08_10-22-55_sideRight__000222_r,2,3,1
sideRight__BLR-2018-05-08_10-22-55_sideRight__0004860,7,7,0
sideRight__BLR-2018-05-08_10-22-55_sideRight__0006240,1,1,0
sideRight__BLR-2018-05-09_12-20-55_sideRight__0001560,2,2,0
sideRight__BLR-2018-05-09_12-20-55_sideRight__000660_r,5,7,2
sideRight__BLR-2018-05-09_12-20-55_sideRight__000774_r,1,0,-1
sideRight__BLR-2018-05-09_13-04-21_sideRight__000054_r,0,0,0
sideRight__BLR-2018-05-09_13-04-21_sideRight__000096_r,0,1,1
sideRight__BLR-2018-05-14_11-40-01_sideRight__000048_r,1,1,0
sideRight__BLR-2018-05-14_11-40-01_sideRight__000078_r,4,3,-1
sideRight__BLR-2018-05-14_13-49-25_sideRight__0004080,4,4,0
sideRight__BLR-2018-05-17_15-12-45_sideRight__0003360,4,2,-2
sideRight__BLR-2018-05-17_15-12-45_sideRight__000360_r,2,2,0
sideRight__BLR-2018-05-17_15-12-45_sideRight__000372_r,2,1,-1
sideRight__BLR-2018-05-17_15-12-45_sideRight__000714_r,5,4,-1
sideRight__BLR-2018-05-17_15-12-45_sideRight__000822_r,0,0,0
sideRight__BLR-2018-05-17_16-22-00_sideRight__0001440,1,1,0
sideRight__BLR-2018-05-17_16-22-00_sideRight__000204_r,2,2,0
sideRight__BLR-2018-05-17_16-22-00_sideRight__0005700,4,3,-1
sideRight__BLR-2018-05-17_16-22-00_sideRight__0007980,4,3,-1
sideRight__BLR-2018-05-17_16-22-00_sideRight__000798_r,3,3,0
sideRight__BLR-2018-05-17_16-22-00_sideRight__0008040,0,0,0
sideRight__BLR-2018-05-17_16-22-00_sideRight__000810_r,1,1,0
sideRight__BLR-2018-05-17_16-22-00_sideRight__0009120,2,2,0
sideRight__BLR-2018-05-17_16-22-00_sideRight__000912_r,1,1,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__0000780,11,9,-2
sideRight__BLR-2018-05-22_11-44-09_sideRight__0000870,10,9,-1
sideRight__BLR-2018-05-22_11-44-09_sideRight__0000915,13,11,-2
sideRight__BLR-2018-05-22_11-44-09_sideRight__0000960,11,13,2
sideRight__BLR-2018-05-22_11-44-09_sideRight__000096_r,11,10,-1
sideRight__BLR-2018-05-22_11-44-09_sideRight__0001860,11,11,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__000217_r,3,3,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__0002580,9,7,-2
sideRight__BLR-2018-05-22_11-44-09_sideRight__000271_r,4,4,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__000546_r,4,4,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__0005595,3,3,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__000559_r,1,1,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__0006180,4,5,1
sideRight__BLR-2018-05-22_11-44-09_sideRight__000622_r,3,3,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__000627_r,3,3,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__0006945,1,1,0
sideRight__BLR-2018-05-22_11-44-09_sideRight__0007575,3,4,1
sideRight__BLR-2018-05-22_11-54-07_sideRight__000033_r,2,2,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__000046_r,4,3,-1
sideRight__BLR-2018-05-22_11-54-07_sideRight__0000645,3,3,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__0000690,2,2,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__0000780,2,2,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__000145_r,6,6,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__000451_r,1,1,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__000474_r,1,1,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__000483_r,2,1,-1
